subj_idx,RC,rt,MC,LT,JP,AD,Volume,response
12,B,0.656497911846884,4,Y,L,34,67,1
12,B,1.00352762671633,2,Y,R,34,67,1
12,B,0.511145028993781,2,W,L,34,67,1
12,B,0.502607036625307,1,W,L,80,90,1
12,B,0.647132169576025,5,Y,L,80,90,1
12,B,0.757131869122418,4,W,R,34,67,1
12,B,1.44840639365441,5,W,R,80,90,1
12,B,1.42117237027912,5,Y,R,80,10,0
12,B,1.50346663461823,5,W,R,80,90,1
12,B,1.21161163356669,5,Y,L,80,90,1
12,B,0.736197458161882,5,Y,L,80,90,1
12,B,1.79578283207638,4,Y,L,34,67,1
12,B,0.538809001592426,5,Y,L,80,90,1
12,B,0.539828140492318,5,Y,L,80,90,1
12,B,0.602672535528654,1,W,L,80,90,1
12,B,0.597188654868887,2,Y,R,34,67,1
12,B,0.771362857915619,1,W,L,80,90,1
12,B,0.486765916534068,1,W,L,80,90,1
12,B,0.569224228584972,4,W,R,34,67,1
12,B,0.460186882192147,5,Y,L,80,90,1
12,B,0.472372081843559,2,W,L,34,67,1
12,B,0.404596040020351,1,W,L,80,90,1
12,B,0.869926388847261,2,Y,R,34,67,1
12,B,0.437561217438315,4,Y,L,34,67,1
12,B,0.906279782471529,2,Y,R,34,67,1
12,B,0.519169245560761,5,Y,L,80,90,1
12,B,0.644786828110455,1,Y,R,80,90,1
12,B,0.836566415287052,2,W,L,34,67,1
12,B,0.536099810714177,2,Y,R,34,67,1
12,B,0.524369497941962,2,Y,R,34,67,1
12,B,0.85696061052181,4,Y,L,34,67,1
12,B,0.696787549199371,4,Y,L,34,67,1
12,B,1.17006039119065,2,Y,R,34,67,1
12,B,0.519535498602863,4,W,R,34,67,1
12,B,0.435705615479492,2,W,L,34,67,1
12,B,0.440112369678218,4,Y,L,34,67,1
12,B,0.469493735540482,2,Y,R,34,67,1
12,B,0.602918306643005,4,W,R,34,67,1
12,B,1.54515939068006,4,Y,L,34,67,1
12,B,0.569494937355557,4,W,R,34,67,1
12,B,0.646168314154238,1,W,L,80,90,1
12,B,0.562610642069558,5,W,R,80,90,1
12,B,0.519731995312668,5,Y,L,80,90,1
12,B,0.504376107922781,2,W,L,34,67,1
12,B,0.557257759216554,5,Y,L,80,90,1
12,B,0.542705284980457,4,Y,L,34,67,1
12,B,1.17779376859016,2,Y,R,34,67,1
12,B,0.827306733167006,2,W,L,34,67,1
13,B,0.914076856051906,1,Y,R,80,90,1
13,B,0.919905957996889,1,Y,R,80,90,1
13,B,0.819918877505188,1,W,L,80,90,1
13,B,0.588483309797084,5,Y,L,80,90,1
13,B,0.502656911938175,2,W,L,34,67,1
13,B,0.627676591653653,4,W,R,34,67,1
13,B,0.603406844335041,1,Y,R,80,90,1
13,B,0.620095243817559,5,Y,L,80,90,1
13,B,0.928631733917427,5,Y,L,80,90,1
13,B,0.669099540305979,4,Y,L,34,67,1
13,B,0.686949493736392,5,W,R,80,90,1
13,B,0.652684553677318,5,W,R,80,90,1
13,B,0.689915272059807,4,W,R,34,67,1
13,B,1.73708229426484,1,W,L,80,90,1
13,B,0.60255986539778,2,W,L,34,67,1
13,B,0.769492233272103,1,Y,R,80,90,1
13,B,0.686171619145171,2,W,L,34,67,1
13,B,1.22288135083909,1,Y,R,80,90,1
