subj_idx,RC,rt,MC,LT,JP,AD,Volume,response
6,R,0.95286783042394,2,W,L,34,67,1
6,R,0.976625905116691,1,W,L,80,90,1
6,R,0.63633085959799,1,Y,R,80,90,1
6,R,0.761605023585616,4,Y,L,34,67,1
6,R,1.02814199441156,5,W,R,80,90,1
6,R,0.692072829973256,1,Y,R,80,90,1
6,R,0.853282456509305,5,W,R,80,90,1
6,R,0.680690743021955,4,Y,L,34,67,1
6,R,0.686314635098995,4,Y,L,34,67,1
6,R,0.929821230057371,4,Y,L,34,67,1
6,R,0.92211759757231,5,W,R,80,90,1
6,R,0.84674698795186,2,Y,R,34,67,1
6,R,1.14351110176369,4,W,R,34,67,1
6,R,0.788688519664674,4,Y,L,34,67,1
6,R,0.870472914100333,2,W,L,34,67,1
6,R,0.824937655860367,5,W,R,80,90,1
6,R,0.686632515097813,4,W,R,34,67,1
6,R,0.74766637622804,4,W,R,34,67,1
6,R,0.863831385391904,5,Y,L,80,90,1
6,R,0.769186972328043,5,W,R,80,90,1
6,R,2.05410960550421,2,W,L,34,67,1
6,R,0.875547877294821,1,W,L,80,90,1
6,R,0.759035844124583,1,W,L,80,90,1
6,R,1.03991286843143,1,W,L,80,90,1
6,R,1.53730763452813,1,W,L,80,90,1
6,R,0.658517261064162,5,W,R,80,90,1
6,R,0.719629841059941,1,Y,R,80,90,1
6,R,0.619486825105923,5,Y,L,80,90,1
6,R,0.469570050776611,2,Y,R,34,67,1
6,R,0.528071387795535,4,W,R,34,67,1
6,R,0.560804614968674,1,Y,R,80,90,1
7,R,0.753879457981384,4,W,R,34,67,1
7,R,0.46941952348061,2,Y,L,34,33,0
7,R,0.420505663552831,5,Y,L,80,90,1
7,R,0.536662260012235,4,Y,R,34,33,0
7,R,0.455945677973432,2,Y,R,34,67,1
7,R,0.486168314154384,4,Y,R,34,33,0
7,R,0.546770723793088,2,Y,R,34,67,1
7,R,0.452653907399508,4,Y,L,34,67,1
7,R,0.338195174714201,5,Y,L,80,90,1
7,R,0.50768650662576,1,W,R,80,10,0
7,R,0.394045608869419,1,W,R,80,10,0
7,R,0.336116636121005,2,Y,L,34,33,0
7,R,0.352714298591309,1,Y,R,80,90,1
7,R,0.875448727578259,5,Y,L,80,90,1
7,R,0.403018658174005,2,W,R,34,33,0
7,R,0.594502598924919,2,W,L,34,67,1
7,R,0.436527656761427,1,W,R,80,10,0
7,R,0.453401436168861,4,Y,L,34,67,1
7,R,0.343863533936201,2,W,R,34,33,0
7,R,0.37387224709255,4,Y,L,34,67,1
7,R,0.447167322657151,4,Y,L,34,67,1
7,R,0.573815160892991,2,W,R,34,33,0
7,R,0.640451281434252,5,W,R,80,90,1
7,R,0.511342427064847,4,W,R,34,67,1
7,R,0.403936243727912,2,Y,L,34,33,0
7,R,0.419600096145587,2,W,R,34,33,0
7,R,0.476396658955309,1,Y,L,80,10,0
7,R,0.544996244329013,2,Y,L,34,33,0
7,R,0.445547576840909,4,Y,L,34,67,1
7,R,0.474880269206551,5,W,R,80,90,1
7,R,0.442283748459886,2,Y,L,34,33,0
7,R,0.45640657392596,5,Y,L,80,90,1
7,R,0.402871435868292,1,Y,L,80,10,0
7,R,0.371920499954285,5,W,L,80,10,0
7,R,0.544820478923612,4,Y,R,34,33,0
7,R,0.444555478773509,1,Y,L,80,10,0
7,R,0.441837274283898,5,Y,L,80,90,1
7,R,0.543882162064619,4,Y,L,34,67,1
7,R,0.485919238049064,2,W,R,34,33,0
7,R,0.419384069945409,5,W,R,80,90,1
7,R,0.36943845206315,4,W,R,34,67,1
7,R,0.40243217258103,4,W,R,34,67,1
7,R,0.452540636360027,2,Y,L,34,33,0
7,R,0.725395547277003,2,Y,L,34,33,0
7,R,0.51209926989759,5,Y,L,80,90,1
7,R,0.390624643210685,4,Y,L,34,67,1
7,R,0.410787789562164,2,W,R,34,33,0
7,R,0.446999369047262,1,W,R,80,10,0
8,R,1.55466514436921,5,W,L,80,10,0
8,R,1.13701919898995,4,W,L,34,33,0
8,R,1.66090857194285,4,Y,R,34,33,0
8,R,1.70643782110892,5,Y,L,80,90,1
8,R,2.05572784905235,2,W,L,34,67,1
8,R,1.7872132920711,1,W,L,80,90,1
8,R,2.51256106721121,1,Y,L,80,10,0
8,R,2.17649821230043,5,Y,R,80,10,0
8,R,2.87454165790405,5,Y,L,80,90,1
8,R,1.27105038608352,5,W,R,80,90,1
8,R,2.17106330559182,5,W,L,80,10,0
8,R,3.31013670642642,1,Y,R,80,90,1
8,R,1.42750743622855,1,Y,R,80,90,1
8,R,1.62096746086536,5,W,R,80,90,1
8,R,2.07128654267945,1,W,R,80,10,0
8,R,3.17381996815311,5,Y,R,80,10,0
8,R,2.05419102845372,4,W,L,34,33,0
8,R,2.42420815431433,1,Y,L,80,10,0
8,R,1.18665655139193,2,Y,L,34,33,0
8,R,2.10473845506749,1,W,L,80,90,1
8,R,0.99555178319315,5,W,R,80,90,1
8,R,0.559288225220371,5,W,L,80,10,0
8,R,1.00475528047355,5,W,R,80,90,1
8,R,2.30427816002157,2,Y,L,34,33,0
8,R,1.30443049004134,4,W,R,34,67,1
8,R,1.25675389838761,5,Y,L,80,90,1
8,R,2.15424150467152,1,W,L,80,90,1
8,R,1.44500555839295,2,Y,L,34,33,0
8,R,1.3535300303447,1,W,L,80,90,1
8,R,1.5753270438363,1,Y,R,80,90,1
8,R,1.33956133761967,2,Y,L,34,33,0
8,R,1.32583901691578,4,W,R,34,67,1
8,R,2.38096475678321,4,Y,R,34,33,0
8,R,1.61500495748442,1,W,R,80,10,0
8,R,0.836495508217922,2,Y,L,34,33,0
8,R,2.09548418111262,1,Y,L,80,10,0
8,R,1.08133131027716,2,W,R,34,33,0
8,R,1.23751584893216,4,W,L,34,33,0
8,R,1.01980079920577,1,Y,L,80,10,0
8,R,1.30353844304955,4,Y,R,34,33,0
8,R,1.15857675089319,5,Y,R,80,10,0
8,R,2.44389508157292,4,Y,R,34,33,0
8,R,1.5607222906583,4,Y,R,34,33,0
8,R,1.41113661629061,5,Y,R,80,10,0
8,R,0.658540095544595,5,Y,R,80,10,0
8,R,2.42903944956925,4,Y,R,34,33,0
8,R,2.08793798635998,2,W,R,34,33,0
8,R,1.12479764444288,4,Y,R,34,33,0
8,R,0.856830514076137,1,Y,L,80,10,0
8,R,0.99465252531445,4,W,L,34,33,0
8,R,1.38718955622971,5,Y,R,80,10,0
9,R,0.511565063245143,2,Y,R,34,67,1
9,R,0.85813959078223,1,Y,R,80,90,1
9,R,0.457751404620467,1,Y,R,80,90,1
9,R,0.530763152360123,2,W,L,34,67,1
9,R,0.442199921882093,5,Y,L,80,90,1
9,R,0.644007751705431,1,W,L,80,90,1
9,R,0.435798455668191,1,W,L,80,90,1
9,R,0.45250968963137,5,W,R,80,90,1
9,R,0.463659525884395,4,Y,L,34,67,1
9,R,0.435903314004463,5,Y,L,80,90,1
9,R,0.436150887840995,1,Y,R,80,90,1
9,R,0.564048312952764,2,W,L,34,67,1
9,R,0.485680076916651,1,W,L,80,90,1
9,R,0.50905357089141,4,Y,L,34,67,1
9,R,0.489466093801639,5,Y,L,80,90,1
9,R,0.552786707929044,4,W,R,34,67,1
9,R,0.519633146050182,2,Y,R,34,67,1
9,R,0.510329898146665,5,Y,L,80,90,1
9,R,0.411417240032279,1,Y,R,80,90,1
9,R,0.453445602860484,4,Y,L,34,67,1
9,R,0.444398641950102,2,W,L,34,67,1
9,R,0.50810533906224,5,W,R,80,90,1
9,R,0.486607276988252,2,W,L,34,67,1
9,R,0.42880088934271,4,Y,L,34,67,1
9,R,0.719597992969284,5,W,R,80,90,1
9,R,0.502902683051616,2,Y,R,34,67,1
9,R,0.54003094672953,5,W,R,80,90,1
9,R,0.779856683591788,1,W,L,80,90,1
9,R,0.535506414686097,1,Y,R,80,90,1
9,R,0.642289757533945,1,Y,R,80,90,1
9,R,0.521639275305461,1,Y,R,80,90,1
